Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
01/23/2015 18:00,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",Friday,BAYVIEW,NONE,100 Block of 25TH ST,-122.4852835,37.78665787
01/23/2015 18:00,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Friday,MISSION,"ARREST, BOOKED",3000 Block of 24TH ST,-122.4132504,37.75250059
01/23/2015 18:00,NON-CRIMINAL,LOST PROPERTY,Friday,TARAVAL,NONE,IRVING ST / 24TH AV,-122.482481,37.7633237
01/23/2015 18:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,SOUTHERN,NONE,THE EMBARCADEROSOUTH ST / BRYANT ST,-122.3880074,37.78710272
01/23/2015 18:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,INGLESIDE,NONE,100 Block of CAMBRIDGE ST,-122.4195315,37.72971967
01/23/2015 18:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Friday,RICHMOND,NONE,4TH AV / CALIFORNIA ST,-122.4624414,37.78526376
01/23/2015 18:00,VEHICLE THEFT,STOLEN TRUCK,Friday,RICHMOND,NONE,CABRILLO ST / 23RD AV,-122.4821849,37.77453352
01/23/2015 18:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,TARAVAL,NONE,100 Block of WESTGATE DR,-122.4650197,37.72924034
01/23/2015 18:00,VEHICLE THEFT,STOLEN TRUCK,Friday,CENTRAL,NONE,JONES ST / CALIFORNIA ST,-122.4141089,37.79141479
01/23/2015 18:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,PARK,NONE,600 Block of CORBETT AV,-122.4433232,37.75662407
01/23/2015 18:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,NORTHERN,NONE,GEARY BL / FILLMORE ST,-122.4329146,37.78435334
01/23/2015 17:55,NON-CRIMINAL,LOST PROPERTY,Friday,SOUTHERN,NONE,0 Block of MARKET ST,-122.3950978,37.79405905
01/23/2015 17:50,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,TENDERLOIN,NONE,300 Block of ELLIS ST,-122.4119876,37.78502266
01/23/2015 17:49,OTHER OFFENSES,RESISTING ARREST,Friday,MISSION,NONE,2000 Block of MISSION ST,-122.4196583,37.76422056
01/23/2015 17:49,TRESPASS,TRESPASSING,Friday,MISSION,NONE,2000 Block of MISSION ST,-122.4196583,37.76422056
01/23/2015 17:45,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,CENTRAL,NONE,300 Block of COLUMBUS AV,-122.4075217,37.79838308
01/23/2015 17:39,OTHER OFFENSES,RESISTING ARREST,Friday,SOUTHERN,NONE,4TH ST / KING ST,-122.3941026,37.77638271
01/23/2015 17:39,ASSAULT,BATTERY OF A POLICE OFFICER,Friday,SOUTHERN,NONE,4TH ST / KING ST,-122.3941026,37.77638271
01/23/2015 17:39,OTHER OFFENSES,EVADING PAYMENT OF RAILROAD FARE,Friday,SOUTHERN,NONE,4TH ST / KING ST,-122.3941026,37.77638271
01/23/2015 17:35,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,CENTRAL,NONE,0 Block of BAY ST,-122.4064296,37.80656886
01/23/2015 17:35,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,CENTRAL,NONE,POWELL ST / GEARY ST,-122.408231,37.78735949
01/23/2015 17:30,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Friday,RICHMOND,NONE,4400 Block of GEARY BL,-122.4669764,37.78102758
01/23/2015 17:30,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Friday,NORTHERN,NONE,1600 Block of BROADWAY ST,-122.4242399,37.7955756
01/23/2015 17:30,FORGERY/COUNTERFEITING,"CHECKS, FORGERY (FELONY)",Friday,SOUTHERN,"ARREST, BOOKED",1500 Block of MARKET ST,-122.4196667,37.77468233
01/23/2015 17:23,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,RICHMOND,"ARREST, CITED",CROSSOVER DR / MARTIN LUTHER KING JR DR,-122.4773635,37.76606048
01/23/2015 17:16,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Friday,MISSION,"ARREST, BOOKED",SOUTH VAN NESS AV / CESAR CHAVEZ ST,-122.4158638,37.74821301
01/23/2015 17:10,LARCENY/THEFT,GRAND THEFT FROM PERSON,Friday,NORTHERN,NONE,FILLMORE ST / OAK ST,-122.4308276,37.77397122
01/23/2015 17:02,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,BAYVIEW,"ARREST, BOOKED",BARNEVELD AV / SWEENY ST,-122.4072855,37.73315892
01/23/2015 17:01,NON-CRIMINAL,"STAY AWAY OR COURT ORDER, NON-DV RELATED",Friday,PARK,"ARREST, BOOKED",1700 Block of EDDY ST,-122.4364431,37.78084932
01/23/2015 17:00,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Friday,INGLESIDE,NONE,1500 Block of GENEVA AV,-122.4308263,37.7124349
01/23/2015 17:00,NON-CRIMINAL,FOUND PROPERTY,Friday,TENDERLOIN,NONE,200 Block of EDDY ST,-122.4117783,37.78398056
01/23/2015 17:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,CENTRAL,NONE,GREENWICH ST / GRANT AV,-122.4079591,37.8025048
01/23/2015 17:00,NON-CRIMINAL,CASE CLOSURE,Friday,RICHMOND,EXCEPTIONAL CLEARANCE,100 Block of SUTROHEIGHTS AV,-122.5086318,37.77606949
01/23/2015 17:00,ASSAULT,BATTERY,Friday,RICHMOND,EXCEPTIONAL CLEARANCE,100 Block of SUTROHEIGHTS AV,-122.5086318,37.77606949
01/23/2015 17:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Friday,TENDERLOIN,NONE,200 Block of EDDY ST,-122.4117783,37.78398056
01/23/2015 16:45,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,CENTRAL,NONE,POST ST / POWELL ST,-122.4084039,37.78829339
01/23/2015 16:45,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,CENTRAL,NONE,VALLEJO ST / KEARNY ST,-122.4056492,37.79896844
01/23/2015 16:40,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Friday,TARAVAL,NONE,2700 Block of 40TH AV,-122.4976633,37.73552604
01/23/2015 16:30,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Friday,SOUTHERN,NONE,1300 Block of MARKET ST,-122.4168189,37.7769362
01/23/2015 16:30,VEHICLE THEFT,STOLEN MOTORCYCLE,Friday,SOUTHERN,NONE,HOWARD ST / NEWMONTGOMERY ST,-122.3989809,37.78620956
01/23/2015 16:30,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,BAYVIEW,NONE,300 Block of PENNSYLVANIA AV,-122.3936183,37.76209935
01/23/2015 16:30,FRAUD,"TRICK AND DEVICE, GRAND THEFT",Friday,TARAVAL,NONE,2300 Block of IRVING ST,-122.4830245,37.76324692
01/23/2015 16:28,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Friday,BAYVIEW,"ARREST, BOOKED",BAY SHORE BL / CESAR CHAVEZ ST,-122.4032275,37.74946435
01/23/2015 16:28,ASSAULT,BATTERY,Friday,NORTHERN,"ARREST, BOOKED",1700 Block of POLK ST,-122.4212115,37.79282023
01/23/2015 16:28,OTHER OFFENSES,RESISTING ARREST,Friday,NORTHERN,"ARREST, BOOKED",1700 Block of POLK ST,-122.4212115,37.79282023
01/23/2015 16:28,WARRANTS,WARRANT ARREST,Friday,NORTHERN,"ARREST, BOOKED",1700 Block of POLK ST,-122.4212115,37.79282023
01/23/2015 16:25,ASSAULT,BATTERY,Friday,MISSION,"ARREST, BOOKED",MISSION ST / 16TH ST,-122.4196718,37.76505012
01/23/2015 16:25,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,NORTHERN,NONE,STARRKING WY / FRANKLIN ST,-122.4228408,37.78454554
01/23/2015 16:25,ASSAULT,INFLICT INJURY ON COHABITEE,Friday,MISSION,"ARREST, BOOKED",MISSION ST / 16TH ST,-122.4196718,37.76505012
01/23/2015 16:25,ASSAULT,ELDER ADULT OR DEPENDENT ABUSE (NOT EMBEZZLEMENT OR THEFT),Friday,MISSION,"ARREST, BOOKED",MISSION ST / 16TH ST,-122.4196718,37.76505012
01/23/2015 16:18,NON-CRIMINAL,FOUND PROPERTY,Friday,TENDERLOIN,NONE,LEAVENWORTH ST / ELLIS ST,-122.4144332,37.78465763
01/23/2015 16:15,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,BAYVIEW,NONE,800 Block of CHINABASIN ST,-122.386775,37.76537752
01/23/2015 16:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Friday,BAYVIEW,NONE,ILLINOIS ST / 22ND ST,-122.3873163,37.75800217
01/23/2015 16:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,CENTRAL,NONE,1600 Block of THE EMBARCADERONORTH ST,-122.4107742,37.80843502
01/23/2015 16:00,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Friday,MISSION,NONE,14TH ST / WOODWARD ST,-122.4207781,37.76822402
01/23/2015 16:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,MISSION,NONE,14TH ST / WOODWARD ST,-122.4207781,37.76822402
01/23/2015 16:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Friday,MISSION,NONE,2300 Block of 16TH ST,-122.4095299,37.76571844
01/23/2015 16:00,VEHICLE THEFT,STOLEN TRUCK,Friday,RICHMOND,NONE,200 Block of 30TH AV,-122.49046,37.78399192
01/23/2015 16:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,SOUTHERN,NONE,400 Block of TOWNSEND ST,-122.3983899,37.77447492
01/23/2015 15:54,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,PARK,NONE,1800 Block of HAIGHT ST,-122.4527283,37.76932413
01/23/2015 15:50,ROBBERY,ROBBERY OF A CHAIN STORE WITH A KNIFE,Friday,TARAVAL,EXCEPTIONAL CLEARANCE,3200 Block of 20TH AV,-122.4756475,37.72852806
01/23/2015 15:50,OTHER OFFENSES,EVADING A POLICE OFFICER RECKLESSLY,Friday,TARAVAL,EXCEPTIONAL CLEARANCE,3200 Block of 20TH AV,-122.4756475,37.72852806
01/23/2015 15:50,OTHER OFFENSES,"TRAFFIC COLLISION, HIT & RUN, PROPERTY DAMAGE",Friday,TARAVAL,EXCEPTIONAL CLEARANCE,3200 Block of 20TH AV,-122.4756475,37.72852806
01/23/2015 15:50,NON-CRIMINAL,CASE CLOSURE,Friday,TARAVAL,EXCEPTIONAL CLEARANCE,3200 Block of 20TH AV,-122.4756475,37.72852806
01/23/2015 15:38,ROBBERY,"ROBBERY, BODILY FORCE",Friday,CENTRAL,"ARREST, BOOKED",800 Block of BEACH ST,-122.4230475,37.80638128
01/23/2015 15:38,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Friday,CENTRAL,"ARREST, BOOKED",800 Block of BEACH ST,-122.4230475,37.80638128
01/23/2015 15:38,OTHER OFFENSES,PROBATION VIOLATION,Friday,CENTRAL,"ARREST, BOOKED",800 Block of BEACH ST,-122.4230475,37.80638128
01/23/2015 15:36,SEX OFFENSES FORCIBLE,SEXUAL BATTERY,Friday,RICHMOND,"ARREST, BOOKED",GEARY BL / ARGUELLO BL,-122.4588606,37.78125509
01/23/2015 15:36,PROSTITUTION,ENGAGING IN LEWD CONDUCT - PROSTITUTION RELATED,Friday,RICHMOND,"ARREST, BOOKED",GEARY BL / ARGUELLO BL,-122.4588606,37.78125509
01/23/2015 15:36,OTHER OFFENSES,INDECENT EXPOSURE,Friday,RICHMOND,"ARREST, BOOKED",GEARY BL / ARGUELLO BL,-122.4588606,37.78125509
01/23/2015 15:36,SECONDARY CODES,JUVENILE INVOLVED,Friday,RICHMOND,"ARREST, BOOKED",GEARY BL / ARGUELLO BL,-122.4588606,37.78125509
01/23/2015 15:36,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Friday,RICHMOND,"ARREST, BOOKED",GEARY BL / ARGUELLO BL,-122.4588606,37.78125509
01/23/2015 15:36,OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Friday,RICHMOND,"ARREST, BOOKED",GEARY BL / ARGUELLO BL,-122.4588606,37.78125509
01/23/2015 15:36,WARRANTS,WARRANT ARREST,Friday,RICHMOND,"ARREST, BOOKED",GEARY BL / ARGUELLO BL,-122.4588606,37.78125509
01/23/2015 15:30,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Friday,TENDERLOIN,NONE,0 Block of STOCKTON ST,-122.4062129,37.78603716
01/23/2015 15:30,LARCENY/THEFT,GRAND THEFT FROM PERSON,Friday,MISSION,NONE,16TH ST / POTRERO AV,-122.4075383,37.76578275
01/23/2015 15:30,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,INGLESIDE,NONE,0 Block of PHELAN AV,-122.4522897,37.72569336
01/23/2015 15:30,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Friday,SOUTHERN,NONE,3RD ST / FOLSOM ST,-122.3989327,37.78378482
01/23/2015 15:29,WEAPON LAWS,LOITERING WHILE CARRYING CONCEALED WEAPON,Friday,MISSION,"ARREST, BOOKED",2000 Block of MARKET ST,-122.4269556,37.76924706
01/23/2015 15:29,WARRANTS,WARRANT ARREST,Friday,MISSION,"ARREST, BOOKED",2000 Block of MARKET ST,-122.4269556,37.76924706
01/23/2015 15:19,NON-CRIMINAL,FOUND PROPERTY,Friday,NORTHERN,NONE,0 Block of CEDAR ST,-122.4190111,37.78640623
01/23/2015 15:16,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Friday,TARAVAL,NONE,3200 Block of 20TH AV,-122.4756475,37.72852806
01/23/2015 15:11,NON-CRIMINAL,TARASOFF REPORT,Friday,SOUTHERN,"ARREST, BOOKED",1200 Block of MISSION ST,-122.4135835,37.77704362
01/23/2015 15:11,ASSAULT,THREATS AGAINST LIFE,Friday,SOUTHERN,"ARREST, BOOKED",1200 Block of MISSION ST,-122.4135835,37.77704362
01/23/2015 15:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Friday,PARK,NONE,300 Block of LAGUNAHONDA BL,-122.4589513,37.74810926
01/23/2015 15:00,OTHER OFFENSES,FALSE PERSONATION,Friday,PARK,NONE,300 Block of LAGUNAHONDA BL,-122.4589513,37.74810926
01/23/2015 15:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,INGLESIDE,NONE,0 Block of PHELAN AV,-122.4522897,37.72569336
01/23/2015 15:00,ASSAULT,CHILD ABUSE (PHYSICAL),Friday,SOUTHERN,NONE,100 Block of 6TH ST,-122.4084666,37.78070083
01/23/2015 15:00,ASSAULT,INFLICT INJURY ON COHABITEE,Friday,SOUTHERN,NONE,100 Block of 6TH ST,-122.4084666,37.78070083
01/23/2015 15:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,INGLESIDE,NONE,1500 Block of SANCHEZ ST,-122.4288521,37.74396848
01/23/2015 15:00,BURGLARY,"BURGLARY,APT UNDER CONSTRUCTION, UNLAWFUL ENTRY",Friday,NORTHERN,NONE,0 Block of LAGUNA ST,-122.4253004,37.77133828
01/23/2015 14:50,BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Friday,CENTRAL,NONE,300 Block of GEARY ST,-122.4090552,37.78719796
01/23/2015 14:30,FRAUD,DEFRAUDING AN INNKEEPER,Friday,CENTRAL,NONE,400 Block of BEACH ST,-122.4164436,37.80711797
01/23/2015 14:30,MISSING PERSON,MISSING JUVENILE,Friday,BAYVIEW,NONE,1300 Block of GILMAN AV,-122.3946463,37.72199202
01/23/2015 14:30,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Friday,TARAVAL,NONE,LAKE MERCED BL / BROTHERHOOD WAY,-122.4852263,37.71469453
01/23/2015 14:30,VEHICLE THEFT,STOLEN TRUCK,Friday,TARAVAL,NONE,LAKE MERCED BL / BROTHERHOOD WAY,-122.4852263,37.71469453
01/23/2015 14:13,BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Friday,NORTHERN,NONE,1800 Block of POLK ST,-122.4213872,37.79370095
01/23/2015 14:10,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Friday,MISSION,NONE,0 Block of CUMBERLAND ST,-122.4247443,37.75904076
01/23/2015 14:05,TRESPASS,TRESPASSING,Friday,SOUTHERN,"ARREST, BOOKED",1500 Block of MISSION ST,-122.4179754,37.77375094
01/23/2015 14:00,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Friday,CENTRAL,NONE,JEFFERSON ST / POWELL ST,-122.4125272,37.80862506
01/23/2015 13:59,FORGERY/COUNTERFEITING,"CHECKS, MAKE OR PASS FICTITIOUS",Friday,NORTHERN,NONE,1500 Block of VANNESS AV,-122.4220627,37.78992
01/23/2015 13:54,OTHER OFFENSES,VIOLATION OF STAY AWAY ORDER,Friday,NORTHERN,"ARREST, BOOKED",900 Block of OFARRELL ST,-122.4203754,37.78480062
01/23/2015 13:45,ASSAULT,BATTERY,Friday,NORTHERN,NONE,0 Block of IVY ST,-122.4189512,37.77792272
01/23/2015 13:45,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,TENDERLOIN,NONE,300 Block of LEAVENWORTH ST,-122.414406,37.78419072
01/23/2015 13:42,ASSAULT,BATTERY,Friday,MISSION,"ARREST, BOOKED",400 Block of CASTRO ST,-122.4350121,37.76176772
01/23/2015 13:40,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,INGLESIDE,NONE,1500 Block of TREAT AV,-122.4125061,37.74568029
01/23/2015 13:40,ASSAULT,BATTERY,Friday,INGLESIDE,NONE,1500 Block of TREAT AV,-122.4125061,37.74568029
01/23/2015 13:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,CENTRAL,NONE,500 Block of BEACH ST,-122.4181111,37.80702
01/23/2015 13:30,OTHER OFFENSES,"FRAUDULENT GAME OR TRICK, OBTAINING MONEY OR PROPERTY",Friday,BAYVIEW,NONE,900 Block of BAY SHORE BL,-122.4039874,37.73180369
01/23/2015 13:30,ASSAULT,ELDER ADULT OR DEPENDENT ABUSE (NOT EMBEZZLEMENT OR THEFT),Friday,BAYVIEW,NONE,900 Block of BAY SHORE BL,-122.4039874,37.73180369
01/23/2015 13:30,NON-CRIMINAL,LOST PROPERTY,Friday,RICHMOND,NONE,CALIFORNIA ST / DIVISADERO ST,-122.4404427,37.78806714
01/23/2015 13:25,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Friday,MISSION,NONE,700 Block of SOUTH VAN NESS AV,-122.4171699,37.76114776
01/23/2015 13:22,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Friday,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.4034048,37.77542071
01/23/2015 13:22,WARRANTS,WARRANT ARREST,Friday,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.4034048,37.77542071
01/23/2015 13:15,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,INGLESIDE,NONE,3200 Block of FOLSOM ST,-122.413618,37.74693693
01/23/2015 13:10,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Friday,SOUTHERN,"ARREST, BOOKED",3RD ST / STEVENSON ST,-122.4030305,37.78702327
01/23/2015 13:00,OTHER OFFENSES,"FRAUDULENT GAME OR TRICK, OBTAINING MONEY OR PROPERTY",Friday,RICHMOND,NONE,600 Block of 35TH AV,-122.4951723,37.7767303
01/23/2015 13:00,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Friday,RICHMOND,NONE,500 Block of 30TH AV,-122.4899533,37.77886635
01/23/2015 13:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Friday,MISSION,NONE,2200 Block of MARKET ST,-122.432198,37.76511073
01/23/2015 13:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,CENTRAL,NONE,400 Block of SUTTER ST,-122.4078027,37.78938189
01/23/2015 13:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,CENTRAL,NONE,900 Block of COLUMBUS AV,-122.4143543,37.80310898
01/23/2015 13:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Friday,NORTHERN,NONE,VANNESS AV / EDDY ST,-122.4208183,37.78289465
01/23/2015 13:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,RICHMOND,NONE,600 Block of 35TH AV,-122.4951723,37.7767303
01/23/2015 13:00,LARCENY/THEFT,THEFT OF COMPUTERS OR CELL PHONES,Friday,MISSION,NONE,3100 Block of 24TH ST,-122.4146238,37.75241809
01/23/2015 13:00,NON-CRIMINAL,LOST PROPERTY,Friday,CENTRAL,NONE,STOCKTON ST / GREEN ST,-122.409017,37.79948807
01/23/2015 12:58,BURGLARY,"BURGLARY, VEHICLE (ARREST MADE)",Friday,CENTRAL,"ARREST, BOOKED",500 Block of BEACH ST,-122.4181111,37.80702
01/23/2015 12:58,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Friday,CENTRAL,"ARREST, BOOKED",500 Block of BEACH ST,-122.4181111,37.80702
01/23/2015 12:58,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,CENTRAL,"ARREST, BOOKED",500 Block of BEACH ST,-122.4181111,37.80702
01/23/2015 12:58,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Friday,CENTRAL,"ARREST, BOOKED",500 Block of BEACH ST,-122.4181111,37.80702
01/23/2015 12:35,ASSAULT,SHOOTING INTO INHABITED DWELLING OR OCCUPIED VEHICLE,Friday,TARAVAL,NONE,100 Block of LOUISBURG ST,-122.4497689,37.72112981
01/23/2015 12:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,TARAVAL,NONE,SKYLINEBLVD HY / JOHNMUIR DR,-122.5002204,37.71895417
01/23/2015 12:30,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Friday,MISSION,NONE,2300 Block of 16TH ST,-122.4095299,37.76571844
01/23/2015 12:15,NON-CRIMINAL,COURTESY REPORT,Friday,TARAVAL,NONE,2500 Block of 29TH AV,-122.4862778,37.73976061
01/23/2015 12:15,ASSAULT,THREATS AGAINST LIFE,Friday,CENTRAL,"ARREST, BOOKED",1000 Block of HYDE ST,-122.4173682,37.79050942
01/23/2015 12:05,MISSING PERSON,MISSING JUVENILE,Friday,MISSION,NONE,900 Block of POTRERO AV,-122.4066049,37.75715804
01/23/2015 12:03,OTHER OFFENSES,FALSE PERSONATION,Friday,INGLESIDE,NONE,100 Block of CHENERY ST,-122.4256165,37.73935051
01/23/2015 12:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,PARK,NONE,100 Block of TWINPEAKS BL,-122.4471868,37.75976818
01/23/2015 12:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,CENTRAL,NONE,0 Block of CALIFORNIA ST,-122.3970103,37.79364042
01/23/2015 12:00,NON-CRIMINAL,FOUND PROPERTY,Friday,TARAVAL,NONE,41ST AV / PACHECO ST,-122.4997827,37.74947235
01/23/2015 12:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Friday,RICHMOND,NONE,5100 Block of GEARY BL,-122.4745541,37.78068135
01/23/2015 12:00,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Friday,CENTRAL,NONE,600 Block of CLAY ST,-122.4039727,37.79450338
01/23/2015 12:00,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Friday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
01/23/2015 12:00,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Friday,TENDERLOIN,NONE,500 Block of JONES ST,-122.4131357,37.7862599
01/23/2015 12:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,CENTRAL,NONE,POWELL ST / NORTHPOINT ST,-122.4121433,37.8067579
01/23/2015 11:50,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Friday,NORTHERN,NONE,FILLMORE ST / PAGE ST,-122.4306303,37.77303775
01/23/2015 11:50,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Friday,TENDERLOIN,UNFOUNDED,200 Block of GOLDEN GATE AV,-122.4143021,37.78186332
01/23/2015 11:45,OTHER OFFENSES,VIOLATION OF EMERGENCY PROTECTIVE ORDER,Friday,CENTRAL,NONE,700 Block of GEARY ST,-122.4156546,37.78646724
01/23/2015 11:45,SECONDARY CODES,DOMESTIC VIOLENCE,Friday,CENTRAL,NONE,700 Block of GEARY ST,-122.4156546,37.78646724
01/23/2015 11:40,NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION,Friday,RICHMOND,NONE,400 Block of 6TH AV,-122.4642799,37.7800333
01/23/2015 11:35,MISSING PERSON,MISSING ADULT,Friday,RICHMOND,NONE,14TH AV / GEARY BL,-122.4728438,37.78062912
01/23/2015 11:21,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Friday,NORTHERN,NONE,1400 Block of SUTTER ST,-122.4242301,37.78717856
01/23/2015 11:19,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,INGLESIDE,"ARREST, BOOKED",SAN JOSE AV / SAINT MARYS AV,-122.4285386,37.73499402
01/23/2015 11:15,MISSING PERSON,FOUND PERSON,Friday,RICHMOND,LOCATED,2200 Block of BAKER ST,-122.4445005,37.79166492
01/23/2015 11:15,MISSING PERSON,MISSING ADULT,Friday,RICHMOND,LOCATED,2200 Block of BAKER ST,-122.4445005,37.79166492
01/23/2015 11:15,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,NORTHERN,NONE,1300 Block of WEBSTER ST,-122.4310464,37.78302957
01/23/2015 11:07,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Friday,MISSION,NONE,400 Block of CASTRO ST,-122.4350121,37.76176772
01/23/2015 11:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,NORTHERN,NONE,PIERCE ST / LOMBARD ST,-122.4393375,37.7994246
01/23/2015 11:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,TENDERLOIN,NONE,0 Block of MASON ST,-122.4092684,37.78379987
01/23/2015 11:00,LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Friday,SOUTHERN,NONE,700 Block of MARKET ST,-122.4039191,37.7871161
01/23/2015 11:00,MISSING PERSON,FOUND PERSON,Friday,BAYVIEW,NONE,1700 Block of NEWCOMB AV,-122.3926438,37.73678488
01/23/2015 11:00,MISSING PERSON,MISSING ADULT,Friday,BAYVIEW,NONE,1700 Block of NEWCOMB AV,-122.3926438,37.73678488
01/23/2015 10:43,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Friday,TARAVAL,NONE,1800 Block of TARAVAL ST,-122.4858858,37.74265678
01/23/2015 10:32,BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Friday,SOUTHERN,NONE,800 Block of MARKET ST,-122.406521,37.78506294
01/23/2015 10:32,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Friday,SOUTHERN,NONE,800 Block of MARKET ST,-122.406521,37.78506294
